	Open	High	Low	Close	Volume	TradingDate	Code
134	3470.0	3510.0	3410.0	3470.0	19340	2012-06-21	ITD
135	3470.0	3470.0	3410.0	3440.0	12840	2012-06-22	ITD
136	3440.0	3440.0	3270.0	3270.0	20640	2012-06-25	ITD
137	3200.0	3300.0	3200.0	3200.0	4650	2012-06-26	ITD
138	3200.0	3340.0	3170.0	3200.0	10640	2012-06-27	ITD
139	3200.0	3240.0	3130.0	3200.0	10770	2012-06-28	ITD
140	3200.0	3270.0	3200.0	3270.0	20950	2012-06-29	ITD
141	3200.0	3300.0	3200.0	3200.0	6520	2012-07-02	ITD
142	3170.0	3270.0	3130.0	3200.0	4810	2012-07-03	ITD
143	3200.0	3240.0	3100.0	3200.0	19630	2012-07-04	ITD
144	3130.0	3170.0	3100.0	3100.0	6100	2012-07-05	ITD
145	3000.0	3240.0	3000.0	3000.0	40570	2012-07-06	ITD
146	2930.0	3060.0	2860.0	2860.0	16770	2012-07-09	ITD
147	2860.0	2860.0	2760.0	2760.0	10520	2012-07-10	ITD
148	2720.0	2830.0	2720.0	2830.0	7130	2012-07-11	ITD
149	2790.0	2830.0	2790.0	2790.0	3720	2012-07-12	ITD
150	2760.0	2930.0	2760.0	2900.0	20170	2012-07-13	ITD
151	2830.0	2930.0	2830.0	2860.0	3890	2012-07-16	ITD
152	2790.0	2900.0	2790.0	2860.0	5010	2012-07-17	ITD
153	2830.0	2900.0	2720.0	2830.0	23950	2012-07-18	ITD
154	2760.0	2860.0	2720.0	2860.0	12120	2012-07-19	ITD
155	2860.0	2900.0	2720.0	2790.0	16380	2012-07-20	ITD
156	2720.0	2790.0	2720.0	2790.0	2610	2012-07-23	ITD
157	2830.0	2930.0	2830.0	2900.0	60250	2012-07-24	ITD
158	2830.0	2830.0	2760.0	2790.0	32120	2012-07-25	ITD
159	2790.0	2860.0	2720.0	2760.0	56540	2012-07-26	ITD
160	2790.0	2790.0	2720.0	2720.0	15690	2012-07-27	ITD
161	2660.0	2720.0	2620.0	2720.0	18180	2012-07-30	ITD
162	2660.0	2860.0	2660.0	2690.0	23350	2012-07-31	ITD
163	2690.0	2720.0	2620.0	2620.0	26180	2012-08-01	ITD
164	2590.0	2690.0	2590.0	2660.0	8130	2012-08-02	ITD
165	2660.0	2660.0	2660.0	2660.0	15700	2012-08-03	ITD
166	2660.0	2720.0	2660.0	2720.0	20520	2012-08-06	ITD
167	2720.0	2760.0	2690.0	2720.0	28420	2012-08-07	ITD
168	2690.0	2720.0	2660.0	2690.0	24250	2012-08-08	ITD
169	2720.0	2790.0	2690.0	2760.0	46110	2012-08-09	ITD
170	2720.0	2760.0	2690.0	2760.0	11380	2012-08-10	ITD
171	2690.0	2720.0	2660.0	2720.0	5810	2012-08-13	ITD
172	2690.0	2760.0	2590.0	2690.0	41420	2012-08-14	ITD
173	2620.0	2660.0	2590.0	2590.0	70550	2012-08-15	ITD
174	2560.0	2560.0	2490.0	2490.0	95140	2012-08-16	ITD
175	2420.0	2450.0	2420.0	2420.0	88000	2012-08-17	ITD
176	2380.0	2490.0	2380.0	2490.0	14910	2012-08-20	ITD
177	2420.0	2420.0	2380.0	2380.0	33620	2012-08-21	ITD
178	2380.0	2380.0	2280.0	2380.0	11030	2012-08-22	ITD
179	2280.0	2280.0	2280.0	2280.0	21100	2012-08-23	ITD
180	2180.0	2250.0	2180.0	2250.0	71980	2012-08-24	ITD
181	2150.0	2250.0	2150.0	2150.0	9240	2012-08-27	ITD
182	2150.0	2150.0	2040.0	2040.0	8860	2012-08-28	ITD
183	2040.0	2110.0	1980.0	2040.0	58570	2012-08-29	ITD
184	2040.0	2040.0	1940.0	2040.0	12270	2012-08-30	ITD
185	2010.0	2040.0	1980.0	2040.0	6600	2012-08-31	ITD
186	2040.0	2080.0	1940.0	1940.0	6700	2012-09-04	ITD
187	2010.0	2010.0	1910.0	2010.0	730	2012-09-05	ITD
188	2040.0	2040.0	1980.0	2010.0	3820	2012-09-06	ITD
189	2010.0	2010.0	1940.0	1940.0	3350	2012-09-07	ITD
190	1910.0	1940.0	1870.0	1910.0	13080	2012-09-10	ITD
191	1940.0	1940.0	1840.0	1840.0	5250	2012-09-11	ITD
192	1870.0	1870.0	1840.0	1840.0	730	2012-09-12	ITD
193	1910.0	1910.0	1870.0	1910.0	12240	2012-09-13	ITD
194	1980.0	1980.0	1870.0	1910.0	39580	2012-09-14	ITD
195	1910.0	1910.0	1840.0	1840.0	15060	2012-09-17	ITD
196	1800.0	1800.0	1770.0	1770.0	6400	2012-09-18	ITD
197	1700.0	1770.0	1700.0	1700.0	23570	2012-09-19	ITD
198	1640.0	1770.0	1640.0	1770.0	3270	2012-09-20	ITD
199	1800.0	1800.0	1700.0	1700.0	4820	2012-09-21	ITD
200	1700.0	1740.0	1640.0	1740.0	2840	2012-09-24	ITD
201	1670.0	1740.0	1670.0	1700.0	10560	2012-09-25	ITD
202	1740.0	1740.0	1700.0	1700.0	1270	2012-09-26	ITD
203	1700.0	1700.0	1670.0	1670.0	4860	2012-09-27	ITD
204	1740.0	1740.0	1740.0	1740.0	2300	2012-09-28	ITD
205	1700.0	1700.0	1670.0	1670.0	7980	2012-10-01	ITD
206	1670.0	1670.0	1600.0	1670.0	9910	2012-10-02	ITD
207	1670.0	1700.0	1670.0	1700.0	1990	2012-10-03	ITD
208	1700.0	1770.0	1640.0	1770.0	4400	2012-10-04	ITD
209	1770.0	1800.0	1700.0	1800.0	4090	2012-10-05	ITD
210	1740.0	1740.0	1740.0	1740.0	2000	2012-10-08	ITD
211	1740.0	1770.0	1700.0	1770.0	70	2012-10-09	ITD
212	1700.0	1770.0	1700.0	1770.0	17610	2012-10-10	ITD
213	1800.0	1800.0	1740.0	1800.0	6440	2012-10-11	ITD
214	1800.0	1800.0	1740.0	1740.0	570	2012-10-12	ITD
215	1670.0	1770.0	1670.0	1670.0	1310	2012-10-15	ITD
216	1740.0	1740.0	1700.0	1700.0	1120	2012-10-16	ITD
217	1700.0	1700.0	1700.0	1700.0	5720	2012-10-17	ITD
218	1740.0	1740.0	1740.0	1740.0	310	2012-10-18	ITD
219	1740.0	1770.0	1700.0	1770.0	3290	2012-10-19	ITD
220	1700.0	1800.0	1700.0	1800.0	1310	2012-10-22	ITD
221	1740.0	1740.0	1740.0	1740.0	40	2012-10-23	ITD
222	1740.0	1740.0	1740.0	1740.0	150	2012-10-24	ITD
223	1670.0	1740.0	1670.0	1740.0	9520	2012-10-25	ITD
224	1740.0	1740.0	1740.0	1740.0	1000	2012-10-26	ITD
225	1700.0	1740.0	1670.0	1740.0	960	2012-10-29	ITD
226	1670.0	1670.0	1670.0	1670.0	30	2012-10-30	ITD
227	1670.0	1740.0	1600.0	1700.0	3350	2012-10-31	ITD
228	1640.0	1700.0	1640.0	1670.0	630	2012-11-01	ITD
229	1600.0	1700.0	1600.0	1700.0	9410	2012-11-02	ITD
230	1640.0	1700.0	1640.0	1700.0	12640	2012-11-05	ITD
231	1640.0	1640.0	1640.0	1640.0	510	2012-11-06	ITD
232	1570.0	1570.0	1570.0	1570.0	12590	2012-11-07	ITD
233	1500.0	1500.0	1500.0	1500.0	11140	2012-11-08	ITD
234	1430.0	1430.0	1430.0	1430.0	1140	2012-11-09	ITD
235	1360.0	1360.0	1360.0	1360.0	64260	2012-11-12	ITD
236	1400.0	1400.0	1330.0	1330.0	1490	2012-11-13	ITD
237	1360.0	1360.0	1330.0	1330.0	8840	2012-11-14	ITD
238	1330.0	1360.0	1330.0	1360.0	3210	2012-11-15	ITD
239	1330.0	1330.0	1330.0	1330.0	180	2012-11-16	ITD
240	1330.0	1330.0	1290.0	1290.0	740	2012-11-19	ITD
241	1260.0	1330.0	1260.0	1260.0	5510	2012-11-20	ITD
242	1290.0	1290.0	1260.0	1290.0	12790	2012-11-21	ITD
243	1330.0	1330.0	1330.0	1330.0	25580	2012-11-22	ITD
244	1360.0	1360.0	1360.0	1360.0	30230	2012-11-23	ITD
245	1360.0	1360.0	1360.0	1360.0	6600	2012-11-26	ITD
246	1360.0	1360.0	1330.0	1330.0	6020	2012-11-27	ITD
247	1290.0	1360.0	1290.0	1360.0	8510	2012-11-28	ITD
248	1360.0	1400.0	1360.0	1360.0	17200	2012-11-29	ITD
249	1330.0	1360.0	1330.0	1360.0	1570	2012-11-30	ITD
250	1360.0	1400.0	1360.0	1360.0	17200	2012-11-29	ITD
251	1330.0	1360.0	1330.0	1360.0	1570	2012-11-30	ITD
252	1330.0	1360.0	1290.0	1290.0	5940	2012-12-03	ITD
253	1290.0	1330.0	1290.0	1330.0	26850	2012-12-04	ITD
254	1360.0	1360.0	1360.0	1360.0	12680	2012-12-05	ITD
255	1330.0	1430.0	1330.0	1430.0	37110	2012-12-06	ITD
256	1430.0	1500.0	1430.0	1500.0	62390	2012-12-07	ITD
257	1530.0	1530.0	1460.0	1500.0	14190	2012-12-10	ITD
258	1460.0	1500.0	1460.0	1460.0	21260	2012-12-11	ITD
259	1460.0	1530.0	1460.0	1530.0	39570	2012-12-12	ITD
260	1460.0	1600.0	1460.0	1600.0	57180	2012-12-13	ITD
261	1570.0	1640.0	1530.0	1640.0	67470	2012-12-14	ITD
262	1600.0	1700.0	1570.0	1700.0	37890	2012-12-17	ITD
263	1700.0	1770.0	1640.0	1770.0	48790	2012-12-18	ITD
264	1740.0	1770.0	1700.0	1700.0	91890	2012-12-19	ITD
265	1670.0	1670.0	1640.0	1640.0	50230	2012-12-20	ITD
266	1570.0	1600.0	1570.0	1570.0	18290	2012-12-21	ITD
267	1570.0	1640.0	1570.0	1600.0	77560	2012-12-24	ITD
268	1600.0	1640.0	1600.0	1640.0	9620	2012-12-25	ITD
269	1600.0	1640.0	1600.0	1640.0	9300	2012-12-26	ITD
270	1670.0	1700.0	1640.0	1670.0	41690	2012-12-27	ITD
271	1600.0	1740.0	1600.0	1740.0	41650	2012-12-28	ITD
272	1740.0	1800.0	1740.0	1770.0	42670	2013-01-02	ITD
273	1800.0	1840.0	1740.0	1840.0	17400	2013-01-03	ITD
274	1800.0	1870.0	1770.0	1870.0	45120	2013-01-04	ITD
275	1870.0	1910.0	1800.0	1800.0	103350	2013-01-07	ITD
276	1800.0	1840.0	1740.0	1840.0	88480	2013-01-08	ITD
277	1770.0	1770.0	1770.0	1770.0	13400	2013-01-09	ITD
278	1700.0	1700.0	1700.0	1700.0	17500	2013-01-10	ITD
279	1640.0	1700.0	1640.0	1640.0	31550	2013-01-11	ITD
280	1640.0	1640.0	1570.0	1570.0	16580	2013-01-14	ITD
281	1600.0	1670.0	1600.0	1670.0	17170	2013-01-15	ITD
282	1740.0	1770.0	1740.0	1770.0	59260	2013-01-16	ITD
283	1870.0	1870.0	1840.0	1870.0	110220	2013-01-17	ITD
284	1870.0	1940.0	1770.0	1870.0	77260	2013-01-18	ITD
285	1870.0	1870.0	1770.0	1770.0	31970	2013-01-21	ITD
286	1840.0	1840.0	1700.0	1740.0	21710	2013-01-22	ITD
287	1770.0	1770.0	1640.0	1770.0	12690	2013-01-23	ITD
288	1770.0	1770.0	1670.0	1740.0	12260	2013-01-24	ITD
289	1700.0	1800.0	1670.0	1800.0	21350	2013-01-25	ITD
290	1800.0	1800.0	1700.0	1740.0	8490	2013-01-28	ITD
291	1740.0	1740.0	1640.0	1640.0	55790	2013-01-29	ITD
292	1600.0	1670.0	1600.0	1640.0	9100	2013-01-30	ITD
293	1640.0	1670.0	1640.0	1670.0	5670	2013-01-31	ITD
294	1670.0	1700.0	1600.0	1600.0	17390	2013-02-01	ITD
295	1570.0	1700.0	1570.0	1700.0	33690	2013-02-04	ITD
296	1740.0	1770.0	1700.0	1770.0	34550	2013-02-05	ITD
297	1770.0	1770.0	1670.0	1700.0	15920	2013-02-06	ITD
298	1700.0	1700.0	1670.0	1700.0	14040	2013-02-07	ITD
299	1770.0	1770.0	1700.0	1700.0	14290	2013-02-08	ITD
300	1740.0	1740.0	1700.0	1700.0	5010	2013-02-18	ITD
301	1700.0	1700.0	1700.0	1700.0	62730	2013-02-19	ITD
302	1700.0	1740.0	1670.0	1700.0	119350	2013-02-20	ITD
303	1700.0	1700.0	1640.0	1700.0	56240	2013-02-21	ITD
304	1700.0	1740.0	1670.0	1740.0	6640	2013-02-22	ITD
305	1740.0	1740.0	1740.0	1740.0	0	2013-02-25	ITD
306	1640.0	1670.0	1640.0	1670.0	8310	2013-02-26	ITD
307	1670.0	1670.0	1570.0	1670.0	10540	2013-02-27	ITD
308	1570.0	1670.0	1570.0	1570.0	30250	2013-02-28	ITD
309	1530.0	1600.0	1500.0	1570.0	39610	2013-03-01	ITD
310	1570.0	1570.0	1460.0	1460.0	57790	2013-03-04	ITD
311	1570.0	1570.0	1360.0	1360.0	54960	2013-03-05	ITD
312	1400.0	1400.0	1330.0	1360.0	50640	2013-03-06	ITD
313	1330.0	1360.0	1330.0	1360.0	14380	2013-03-07	ITD
314	1360.0	1400.0	1360.0	1400.0	118190	2013-03-08	ITD
315	1400.0	1430.0	1400.0	1430.0	20310	2013-03-11	ITD
316	1430.0	1460.0	1430.0	1430.0	12020	2013-03-12	ITD
317	1430.0	1430.0	1360.0	1360.0	24540	2013-03-13	ITD
318	1400.0	1430.0	1400.0	1430.0	32330	2013-03-14	ITD
319	1400.0	1500.0	1400.0	1460.0	18680	2013-03-15	ITD
320	1460.0	1460.0	1430.0	1460.0	8950	2013-03-18	ITD
321	1400.0	1460.0	1360.0	1360.0	13060	2013-03-19	ITD
322	1330.0	1430.0	1330.0	1430.0	12220	2013-03-20	ITD
323	1400.0	1400.0	1360.0	1360.0	28330	2013-03-21	ITD
324	1360.0	1400.0	1360.0	1400.0	6030	2013-03-22	ITD
325	1400.0	1400.0	1330.0	1330.0	16590	2013-03-25	ITD
326	1330.0	1330.0	1290.0	1290.0	34680	2013-03-26	ITD
327	1360.0	1360.0	1290.0	1360.0	2110	2013-03-27	ITD
328	1290.0	1330.0	1290.0	1290.0	22210	2013-03-28	ITD
329	1260.0	1330.0	1260.0	1330.0	11820	2013-03-29	ITD
330	1360.0	1360.0	1330.0	1330.0	11190	2013-04-01	ITD
331	1360.0	1360.0	1260.0	1290.0	2850	2013-04-02	ITD
332	1260.0	1260.0	1230.0	1260.0	6140	2013-04-03	ITD
333	1260.0	1260.0	1260.0	1260.0	6160	2013-04-04	ITD
334	1260.0	1330.0	1260.0	1330.0	1500	2013-04-05	ITD
335	1330.0	1330.0	1330.0	1330.0	15000	2013-04-08	ITD
336	1360.0	1360.0	1330.0	1330.0	7980	2013-04-09	ITD
337	1330.0	1360.0	1290.0	1330.0	1820	2013-04-10	ITD
338	1360.0	1360.0	1290.0	1330.0	150	2013-04-11	ITD
339	1290.0	1290.0	1260.0	1290.0	20310	2013-04-12	ITD
340	1260.0	1260.0	1230.0	1230.0	16640	2013-04-15	ITD
341	1160.0	1230.0	1160.0	1230.0	20320	2013-04-16	ITD
342	1160.0	1230.0	1160.0	1190.0	7510	2013-04-17	ITD
343	1160.0	1190.0	1120.0	1120.0	14520	2013-04-18	ITD
344	1090.0	1190.0	1090.0	1190.0	11420	2013-04-22	ITD
345	1190.0	1260.0	1190.0	1260.0	5400	2013-04-23	ITD
346	1190.0	1290.0	1190.0	1290.0	10620	2013-04-24	ITD
347	1230.0	1290.0	1230.0	1290.0	450	2013-04-25	ITD
348	1290.0	1330.0	1290.0	1330.0	20	2013-04-26	ITD
349	1260.0	1260.0	1260.0	1260.0	1010	2013-05-02	ITD
350	1260.0	1290.0	1190.0	1290.0	22380	2013-05-03	ITD
351	1290.0	1290.0	1230.0	1230.0	14260	2013-05-06	ITD
352	1290.0	1290.0	1230.0	1290.0	6020	2013-05-07	ITD
353	1260.0	1290.0	1260.0	1290.0	10150	2013-05-08	ITD
354	1290.0	1330.0	1290.0	1330.0	10210	2013-05-09	ITD
355	1360.0	1360.0	1260.0	1260.0	60670	2013-05-10	ITD
356	1290.0	1290.0	1230.0	1230.0	21260	2013-05-13	ITD
357	1190.0	1190.0	1190.0	1190.0	33710	2013-05-14	ITD
358	1230.0	1260.0	1160.0	1260.0	189550	2013-05-15	ITD
359	1330.0	1330.0	1260.0	1330.0	658870	2013-05-16	ITD
360	1330.0	1360.0	1330.0	1330.0	76780	2013-05-17	ITD
361	1400.0	1400.0	1400.0	1400.0	1386490	2013-05-20	ITD
362	1460.0	1460.0	1460.0	1460.0	166310	2013-05-21	ITD
363	1570.0	1570.0	1570.0	1570.0	209240	2013-05-22	ITD
364	1600.0	1670.0	1570.0	1670.0	1234960	2013-05-23	ITD
365	1600.0	1670.0	1600.0	1600.0	257800	2013-05-24	ITD
366	1640.0	1700.0	1640.0	1700.0	393860	2013-05-27	ITD
367	1700.0	1740.0	1600.0	1600.0	465030	2013-05-28	ITD
368	1600.0	1670.0	1600.0	1640.0	401450	2013-05-29	ITD
369	1600.0	1670.0	1600.0	1640.0	496210	2013-05-30	ITD
370	1530.0	1570.0	1530.0	1530.0	826580	2013-05-31	ITD
371	1460.0	1500.0	1430.0	1500.0	494260	2013-06-03	ITD
372	1530.0	1600.0	1530.0	1600.0	661030	2013-06-04	ITD
373	1600.0	1640.0	1530.0	1570.0	239830	2013-06-05	ITD
374	1570.0	1640.0	1530.0	1600.0	502870	2013-06-06	ITD
375	1640.0	1640.0	1570.0	1600.0	417450	2013-06-07	ITD
376	1640.0	1640.0	1600.0	1600.0	339780	2013-06-10	ITD
377	1570.0	1640.0	1530.0	1600.0	295550	2013-06-11	ITD
378	1570.0	1640.0	1570.0	1640.0	356860	2013-06-12	ITD
379	1670.0	1740.0	1600.0	1740.0	770230	2013-06-13	ITD
380	1840.0	1840.0	1800.0	1840.0	862620	2013-06-14	ITD
381	1870.0	1940.0	1770.0	1800.0	692060	2013-06-17	ITD
382	1740.0	1800.0	1740.0	1770.0	507990	2013-06-18	ITD
383	1800.0	1800.0	1740.0	1770.0	403520	2013-06-19	ITD
384	1670.0	1670.0	1670.0	1670.0	55020	2013-06-20	ITD
385	1570.0	1570.0	1570.0	1570.0	71830	2013-06-21	ITD
386	1460.0	1570.0	1460.0	1500.0	680620	2013-06-24	ITD
387	1460.0	1530.0	1400.0	1430.0	452450	2013-06-25	ITD
388	1460.0	1500.0	1460.0	1500.0	195800	2013-06-26	ITD
