	Open	High	Low	Close	Volume	TradingDate	Code
0	21000.0	21000.0	16000.0	21000.0	1816800	2018-09-25	VGI
1	23900.0	23900.0	23800.0	23900.0	214200	2018-09-26	VGI
2	27400.0	27400.0	27400.0	27400.0	388100	2018-09-27	VGI
3	31500.0	31500.0	27400.0	28200.0	2111074	2018-09-28	VGI
4	29500.0	29600.0	25800.0	26800.0	831097	2018-10-01	VGI
5	27100.0	27300.0	25900.0	26000.0	596270	2018-10-02	VGI
6	26200.0	26200.0	23000.0	23500.0	705230	2018-10-03	VGI
7	23900.0	23900.0	22900.0	23600.0	408223	2018-10-04	VGI
8	23500.0	26000.0	23500.0	25500.0	349732	2018-10-05	VGI
9	25500.0	25500.0	24700.0	24800.0	189270	2018-10-08	VGI
10	24800.0	24800.0	23900.0	24400.0	205130	2018-10-09	VGI
11	24200.0	24300.0	23400.0	23500.0	251141	2018-10-10	VGI
12	23000.0	23300.0	21000.0	21400.0	398300	2018-10-11	VGI
13	21400.0	23100.0	20100.0	23000.0	264470	2018-10-12	VGI
14	23200.0	23900.0	22100.0	22700.0	202370	2018-10-15	VGI
15	22700.0	22800.0	22400.0	22800.0	105510	2018-10-16	VGI
16	22800.0	23200.0	22500.0	22700.0	148250	2018-10-17	VGI
17	21500.0	22700.0	21000.0	22400.0	98760	2018-10-18	VGI
18	22000.0	22000.0	21100.0	21900.0	159900	2018-10-19	VGI
19	21500.0	22500.0	21500.0	21500.0	117500	2018-10-22	VGI
20	21800.0	21800.0	21000.0	21200.0	176449	2018-10-23	VGI
21	21200.0	21200.0	20100.0	20200.0	177975	2018-10-24	VGI
22	20000.0	20000.0	18500.0	19200.0	282110	2018-10-25	VGI
23	19500.0	20000.0	19000.0	19100.0	131400	2018-10-26	VGI
24	18900.0	19200.0	18900.0	19000.0	162710	2018-10-29	VGI
25	19000.0	19000.0	18800.0	18800.0	104760	2018-10-30	VGI
26	18900.0	18900.0	18100.0	18100.0	219250	2018-10-31	VGI
27	18100.0	18400.0	17200.0	17300.0	208400	2018-11-01	VGI
28	17100.0	17200.0	16600.0	17100.0	221210	2018-11-02	VGI
29	17000.0	18400.0	16800.0	18000.0	161530	2018-11-05	VGI
30	18000.0	18700.0	18000.0	18100.0	84670	2018-11-06	VGI
31	18100.0	18100.0	17400.0	18000.0	75300	2018-11-07	VGI
32	18100.0	18400.0	17600.0	17900.0	85030	2018-11-08	VGI
33	17900.0	18000.0	17700.0	17700.0	77246	2018-11-09	VGI
34	17100.0	17600.0	17100.0	17400.0	75210	2018-11-12	VGI
35	17100.0	17200.0	16700.0	17000.0	101368	2018-11-13	VGI
